City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Coihueco,CL,-36.6167,-71.8333,34.54,88,90,2.3,fog
347,Talnakh,RU,69.4865,88.3972,50.38,50,100,4.63,overcast clouds
348,Watertown,US,42.3709,-71.1828,66.99,95,90,1.01,mist
349,Buala,SB,-8.145,159.5921,82.22,79,100,7.81,overcast clouds
350,Isehara,JP,35.3906,139.3078,87.58,76,100,7.27,moderate rain
351,Takoradi,GH,4.8845,-1.7554,77.14,83,100,8.72,overcast clouds
352,Huarmey,PE,-10.0681,-78.1522,63.63,88,37,8.7,scattered clouds
353,Senneterre,CA,48.3835,-77.2328,68.22,99,100,7.56,overcast clouds
354,Oranjestad,AW,12.524,-70.027,82.35,78,20,14.97,few clouds
355,Sur,OM,22.5667,59.5289,88.32,64,100,5.55,overcast clouds
356,Edeia,BR,-17.3383,-49.9314,61.41,53,0,4.65,clear sky
357,Payo,ID,-3.7508,103.6372,82.6,62,100,1.43,light rain
358,Chapais,CA,49.7834,-74.8492,64.18,94,100,7.96,overcast clouds
359,Torbay,CA,47.6666,-52.7314,52.57,90,20,9.22,few clouds
360,Longyearbyen,SJ,78.2186,15.6401,39.04,87,75,9.22,broken clouds
361,Bakal,RU,54.9417,58.8083,61.34,36,9,6.96,clear sky
362,Jacksonville,US,30.3322,-81.6556,78.78,87,20,4.61,mist
363,Arrecife,ES,28.963,-13.5477,71.67,83,20,20.71,few clouds
364,Lahaina,US,20.8783,-156.6825,76.8,85,15,12.06,few clouds
365,Gigmoto,PH,13.7796,124.39,86.5,66,86,6.38,overcast clouds
366,Egvekinot,RU,66.3167,-179.1667,59.79,57,20,4.54,few clouds
367,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,83,20,14.97,few clouds
368,Kennett,US,36.2362,-90.0556,75.18,97,1,0.0,clear sky
369,Port Maria,JM,18.3685,-76.8895,80.56,83,49,8.01,scattered clouds
370,Provideniya,RU,64.3833,-173.3,53.44,76,32,5.95,scattered clouds
371,College,US,64.8569,-147.8028,73.38,48,75,8.05,broken clouds
372,Kayseri,TR,38.737,35.4968,77.02,41,20,2.3,few clouds
373,Jiayuguan,CN,39.8167,98.3,77.5,34,50,11.77,scattered clouds
374,Aykhal,RU,66.0,111.5,55.35,56,73,11.65,broken clouds
375,Ampanihy,MG,-24.7,44.75,75.99,39,0,4.23,clear sky
376,Kilindoni,TZ,-7.9139,39.6668,77.63,70,14,4.63,few clouds
377,Springfield,US,37.2153,-93.2982,73.67,86,1,8.05,clear sky
378,Harper,LR,4.375,-7.7169,76.98,76,100,11.43,overcast clouds
379,Srednekolymsk,RU,67.45,153.6833,67.21,41,39,3.78,scattered clouds
380,Mulanje,MW,-16.0316,35.5,77.14,45,8,2.1,clear sky
381,Khon Kaen,TH,16.5,102.0833,93.27,49,97,1.72,overcast clouds
382,Klaksvik,FO,62.2266,-6.589,50.92,96,100,15.99,overcast clouds
383,Novobirilyussy,RU,56.9514,90.6661,83.91,39,24,4.63,few clouds
384,Port Hardy,CA,50.6996,-127.4199,57.38,82,90,5.75,overcast clouds
385,Norman Wells,CA,65.282,-126.8329,68.04,60,75,4.61,broken clouds
386,Erenhot,CN,43.6475,111.9767,97.0,20,46,8.77,scattered clouds
387,Poum,NC,-20.2333,164.0167,71.26,60,80,9.57,broken clouds
388,Brae,GB,60.3964,-1.353,57.11,86,82,4.18,broken clouds
389,Stroud,GB,51.75,-2.2,65.1,77,20,5.75,few clouds
390,Sydney,AU,-33.8679,151.2073,58.8,84,0,5.01,clear sky
391,Colotlan,MX,22.1,-103.2667,61.29,92,100,2.17,overcast clouds
392,Ugoofaaru,MV,5.6667,73.0,82.27,79,100,12.62,overcast clouds
393,Sambava,MG,-14.2667,50.1667,75.78,67,36,13.58,scattered clouds
394,Isla Mujeres,MX,21.2311,-86.731,73.45,84,100,12.95,overcast clouds
395,Baghdad,IQ,33.3406,44.4009,100.31,28,0,16.11,clear sky
396,Teruel,ES,40.6667,-0.6667,62.56,74,16,11.32,few clouds
397,Akonolinga,CM,3.7667,12.25,67.53,96,96,3.38,overcast clouds
398,Kikwit,CD,-5.041,18.8162,76.87,22,14,1.99,few clouds
399,Majene,ID,-3.5403,118.9707,83.34,70,100,6.73,overcast clouds
400,Latehar,IN,23.75,84.5,91.67,49,100,10.04,overcast clouds
401,Ambon,ID,-3.6954,128.1814,77.14,94,40,9.22,moderate rain
402,Veraval,IN,20.9,70.3667,86.04,72,93,9.01,overcast clouds
403,Shelburne,CA,44.0787,-80.2041,66.09,100,93,10.11,overcast clouds
404,Sobolevo,RU,54.4299,31.8996,80.11,59,48,3.65,scattered clouds
405,Merrill,US,45.1805,-89.6835,67.8,95,1,0.0,clear sky
406,Surdulica,RS,42.6906,22.1708,85.68,36,0,2.1,clear sky
407,Puerto Penasco,MX,31.3167,-113.5333,84.9,85,98,11.01,overcast clouds
408,Riyadh,SA,24.6877,46.7219,105.85,9,0,6.91,clear sky
409,Porto Velho,BR,-8.7619,-63.9039,71.65,88,0,0.0,light rain
410,Omboue,GA,-1.5746,9.2618,73.33,81,85,8.28,overcast clouds
411,Mayo,US,38.8876,-76.5119,81.9,85,1,3.0,clear sky
412,Mount Isa,AU,-20.7333,139.5,85.77,19,0,13.8,clear sky
413,Geraldton,AU,-28.7667,114.6,63.01,77,75,17.27,broken clouds
414,Lensk,RU,60.7253,114.9278,90.1,21,87,5.61,overcast clouds
415,Buckingham,GB,51.9997,-0.9878,64.17,88,0,1.01,clear sky
416,Banatski Karlovac,RS,45.0472,21.0161,91.11,31,0,23.02,clear sky
417,Porbandar,IN,21.6422,69.6093,86.85,70,34,8.48,scattered clouds
418,Norton Shores,US,43.1689,-86.2639,69.98,86,1,4.0,clear sky
419,Mahanoro,MG,-19.9,48.8,72.66,63,51,2.95,broken clouds
420,Atherton,GB,53.5237,-2.4935,65.59,85,96,8.84,overcast clouds
421,Del Rio,US,29.3627,-100.8968,77.11,86,1,9.22,clear sky
422,Saint Anthony,US,45.0205,-93.218,71.74,88,1,0.0,clear sky
423,Abha,SA,18.2164,42.5053,84.02,16,0,14.97,clear sky
424,Phonhong,LA,18.5007,102.4166,89.42,51,100,4.29,moderate rain
425,Kaka,TM,37.3482,59.6143,94.33,19,100,11.9,overcast clouds
426,Kiruna,SE,67.8557,20.2251,58.12,67,75,2.3,broken clouds
427,Panino,RU,51.6467,40.1346,83.97,44,0,4.47,clear sky
428,Chinhoyi,ZW,-17.3667,30.2,65.39,47,81,2.91,broken clouds
429,Hasaki,JP,35.7333,140.8333,81.28,84,100,7.92,overcast clouds
430,Norden,DE,53.6,7.2,69.01,93,100,11.83,overcast clouds
431,La Union,PE,-5.4,-80.75,66.33,78,7,8.72,clear sky
432,Chirongui,YT,-12.9319,45.1483,82.33,71,80,11.14,broken clouds
433,General Roca,AR,-39.0333,-67.5833,27.0,45,0,5.14,clear sky
434,Zavitinsk,RU,50.1167,129.45,75.96,91,92,10.04,overcast clouds
435,Noumea,NC,-22.2763,166.4572,69.01,99,0,12.77,clear sky
436,Tonantins,BR,-2.8731,-67.8022,71.55,98,83,1.92,broken clouds
437,Arlit,NE,18.7369,7.3853,93.34,30,3,8.72,clear sky
438,Asau,RO,46.4333,26.4,80.76,58,0,4.12,clear sky
439,Mao,ES,39.8885,4.2658,75.76,50,20,8.05,few clouds
440,Kijang,KR,35.2442,129.2139,89.33,76,33,13.6,scattered clouds
441,Pringsewu,ID,-5.3582,104.9744,77.7,79,100,1.14,overcast clouds
442,Villarrica,PY,-25.75,-56.4333,68.0,46,100,5.93,overcast clouds
443,Rio De Janeiro,BR,-22.9028,-43.2075,66.9,94,91,2.3,overcast clouds
444,Teya,RU,60.3778,92.6267,79.86,33,35,6.38,scattered clouds
445,Mehran,IR,33.1222,46.1646,110.68,12,0,18.07,clear sky
446,Kamina,CD,-8.7386,24.9906,73.83,26,89,4.43,overcast clouds
447,Dubbo,AU,-32.25,148.6167,57.33,72,90,5.75,light rain
448,Koungou,YT,-12.7336,45.2042,82.11,61,20,11.5,few clouds
449,Oostburg,US,43.6228,-87.7945,70.12,92,1,4.61,clear sky
450,Jian,CN,27.1172,114.9793,101.32,35,48,6.11,scattered clouds
451,Toktogul,KG,41.8708,72.9402,77.43,44,54,4.05,broken clouds
452,Alta Floresta,BR,-9.8756,-56.0861,63.91,59,5,3.6,clear sky
453,Svejbaek,DK,56.1325,9.6329,76.53,67,54,5.5,broken clouds
454,Bintulu,MY,3.1667,113.0333,82.81,78,75,11.99,broken clouds
455,Saint-Jovite,CA,46.1186,-74.5966,68.16,94,100,3.44,overcast clouds
456,Nacala,MZ,-14.5428,40.6728,82.26,46,3,7.67,clear sky
457,Jiwani,PK,25.05,61.7417,89.35,70,100,9.98,overcast clouds
458,Saint-Raymond,CA,45.467,-73.6095,71.26,91,90,2.3,light rain
459,Heihe,CN,50.2441,127.4902,81.18,79,100,12.59,overcast clouds
460,Gboko,NG,7.3179,8.9951,77.54,78,100,7.94,overcast clouds
461,Coelho Neto,BR,-4.2567,-43.0128,70.27,68,11,2.68,few clouds
462,Slave Lake,CA,55.2834,-114.769,64.38,68,20,8.05,few clouds
463,Lindi,TZ,-10.0,39.7167,85.35,50,87,4.88,overcast clouds
464,Youkounkoun,GN,12.5333,-13.1333,74.73,95,100,3.67,overcast clouds
465,Katima Mulilo,NA,-17.5,24.2667,65.25,23,5,9.86,clear sky
466,Upata,VE,8.0086,-62.3989,73.18,99,100,2.57,overcast clouds
467,Coos Bay,US,43.3665,-124.2179,57.31,87,90,17.27,overcast clouds
468,Port Macquarie,AU,-31.4333,152.9167,55.89,67,100,8.39,overcast clouds
469,Chulman,RU,56.8479,124.9104,73.65,51,96,5.23,overcast clouds
470,Krasnoarmeyskoye,RU,52.7182,50.0322,80.33,41,2,7.9,clear sky
471,Narrabri,AU,-30.3167,149.7833,62.69,67,100,14.97,light rain
472,Camacupa,AO,-12.0167,17.4833,65.95,32,5,4.47,clear sky
473,Salinas,US,36.6777,-121.6555,58.98,83,90,4.61,mist
474,Kishtwar,IN,33.3167,75.7667,75.88,61,100,2.35,overcast clouds
475,Dalvik,IS,65.9702,-18.5286,53.53,70,100,7.65,light rain
476,Cucuta,CO,7.8833,-72.5053,71.1,67,64,4.0,broken clouds
477,Mitsamiouli,KM,-11.3847,43.2844,78.12,70,6,4.0,clear sky
478,Sinnamary,GF,5.3833,-52.95,76.08,90,21,6.38,few clouds
479,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,66.9,36,0,4.74,clear sky
480,Sheltozero,RU,61.3667,35.3667,77.04,54,0,2.77,clear sky
481,Padang,ID,-0.9492,100.3543,86.05,60,96,4.88,overcast clouds
482,Camopi,GF,3.1655,-52.3158,70.12,100,86,1.1,overcast clouds
483,Belaya Gora,RU,68.5333,146.4167,65.77,51,48,5.48,scattered clouds
484,Rudsar,IR,37.1376,50.288,85.98,53,21,8.08,few clouds
485,Balaipungut,ID,1.05,101.2833,82.81,84,100,1.97,overcast clouds
486,Starosubkhangulovo,RU,53.1031,57.4423,74.07,30,12,5.08,few clouds
487,Trairi,BR,-3.2778,-39.2689,74.89,87,28,8.72,scattered clouds
488,Palaikastron,GR,35.2,26.25,82.35,59,0,26.33,clear sky
489,Cervo,ES,43.6702,-7.4101,63.97,82,98,4.27,overcast clouds
490,Sumbe,AO,-11.2061,13.8437,72.03,76,4,2.44,clear sky
491,Bluefields,NI,12.0137,-83.7635,76.48,93,100,4.25,overcast clouds
492,Bonthe,SL,7.5264,-12.505,77.34,84,95,3.69,overcast clouds
493,Sembakung,ID,3.8167,117.25,84.13,82,96,4.05,overcast clouds
494,Prince Rupert,CA,54.3161,-130.3201,55.09,84,90,3.44,overcast clouds
495,Denpasar,ID,-8.65,115.2167,83.86,70,20,16.11,few clouds
496,Margate,GB,51.3813,1.3862,62.96,83,96,7.0,overcast clouds
497,Dharchula,IN,29.85,80.5333,84.09,63,67,5.86,broken clouds
498,Teguldet,RU,57.3064,88.1667,85.26,34,70,4.92,broken clouds
499,Barkot,IN,30.8167,78.2,82.58,64,35,5.32,scattered clouds
500,Aripuana,BR,-9.1667,-60.6333,67.28,60,5,1.59,clear sky
501,Kudahuvadhoo,MV,2.6708,72.8944,81.73,75,100,3.87,overcast clouds
502,Muyezerskiy,RU,63.9333,31.65,82.83,31,10,5.82,clear sky
503,Pergine Valsugana,IT,46.065,11.238,66.29,90,75,5.75,mist
504,Portland,US,45.5234,-122.6762,67.37,68,20,1.01,smoke
505,Vigrestad,NO,58.5667,5.7,66.58,77,78,7.99,broken clouds
506,Gondanglegi,ID,-7.7479,112.0132,84.51,54,100,14.23,overcast clouds
507,Columbus,US,39.9612,-82.9988,72.28,93,90,5.75,overcast clouds
508,Yenagoa,NG,4.9247,6.2642,79.23,79,55,5.5,light rain
509,Orapa,BW,-21.2833,25.3667,55.94,22,3,12.15,clear sky
510,High Level,CA,58.5169,-117.136,60.91,88,1,2.3,clear sky
511,Yurga,RU,55.7231,84.8861,71.08,87,100,7.49,overcast clouds
512,Cascais,PT,38.6979,-9.4215,66.61,75,20,13.0,few clouds
513,Umm Lajj,SA,25.0213,37.2685,90.09,51,66,13.02,broken clouds
514,Vammala,FI,61.3333,22.9,79.41,33,0,2.37,clear sky
515,Skibbereen,IE,51.55,-9.2667,58.8,79,99,3.76,overcast clouds
516,Sao Miguel,BR,-5.4667,-35.3667,73.72,88,17,13.02,few clouds
517,Nalchiti,BD,22.6333,90.2833,90.34,59,87,13.04,overcast clouds
518,Svolvaer,NO,68.2342,14.5683,55.38,87,75,5.75,broken clouds
519,Homer,US,59.6425,-151.5483,55.08,90,75,0.0,broken clouds
520,Whitehaven,GB,54.549,-3.5841,60.82,94,9,5.32,clear sky
521,Lazaro Cardenas,MX,17.9583,-102.2,77.61,89,100,4.38,overcast clouds
522,Seoul,KR,37.5683,126.9778,95.41,62,75,9.22,broken clouds
523,Ziway,ET,7.9333,38.7167,68.23,67,100,13.51,overcast clouds
524,Riberalta,BO,-10.9833,-66.1,69.1,63,27,1.92,scattered clouds
525,Tailai,CN,46.3833,123.4,80.83,77,100,16.75,light rain
526,Alihe,CN,50.5667,123.7167,73.45,98,100,5.66,overcast clouds
527,Mabaruma,GY,8.2,-59.7833,72.03,99,96,2.37,overcast clouds
528,Hamamatsu,JP,34.7,137.7333,83.01,79,94,1.99,overcast clouds
529,Richards Bay,ZA,-28.783,32.0377,61.95,49,52,14.12,broken clouds
530,Maningrida,AU,-12.0667,134.2667,81.28,71,34,13.0,scattered clouds
531,Maniwaki,CA,46.3834,-75.966,70.34,100,100,4.61,overcast clouds
532,Ribeira Brava,PT,32.65,-17.0667,73.71,72,0,5.57,clear sky
533,Port Shepstone,ZA,-30.7414,30.455,59.25,44,4,16.42,clear sky
534,Brownsville,US,25.9018,-97.4975,81.91,86,100,1.99,overcast clouds
535,Gogrial,SS,8.5332,28.1004,75.67,80,100,4.18,light rain
536,Assiniboia,CA,49.6334,-105.9845,64.31,88,6,3.44,clear sky
537,Shangqiu,CN,34.45,115.65,97.11,49,94,16.78,light rain
538,Raudeberg,NO,61.9875,5.1352,65.8,91,84,2.84,broken clouds
539,Semporna,MY,4.4818,118.6112,88.0,70,100,6.31,light rain
540,Awbari,LY,26.5921,12.7805,91.15,21,0,9.71,clear sky
541,Tokur,RU,53.1333,132.9,62.02,97,100,3.22,light rain
542,Nkhotakota,MW,-12.9274,34.2961,75.58,58,3,6.04,clear sky
543,Bahir Dar,ET,11.5936,37.3908,69.44,69,100,2.35,light rain
544,Cockburn Town,TC,21.4612,-71.1419,79.95,79,6,15.12,clear sky
545,Mae Sot,TH,16.7167,98.5667,87.75,66,40,3.44,scattered clouds
546,Pandamatenga,BW,-18.5278,25.627,65.14,24,3,9.95,clear sky
547,Preobrazheniye,RU,42.9019,133.9064,72.68,81,46,5.28,scattered clouds
548,Strezhevoy,RU,60.7333,77.5889,48.18,88,100,15.68,overcast clouds
549,Pangkalanbuun,ID,-2.6833,111.6167,76.66,88,99,2.89,moderate rain
550,Kruisfontein,ZA,-34.0033,24.7314,47.88,52,6,7.67,clear sky
551,Tahe,CN,52.3333,124.7333,61.74,99,100,7.78,light rain
552,Amboasary,MG,-25.0333,46.3833,75.04,44,1,1.83,clear sky
553,Marawi,PH,7.9986,124.2928,80.65,90,100,1.68,overcast clouds
554,Jinxiang,CN,27.4327,120.6062,85.23,77,95,8.08,overcast clouds
555,Bar Harbor,US,44.3876,-68.2039,63.09,76,90,4.0,overcast clouds
556,San Policarpo,PH,12.1791,125.5072,84.42,77,100,6.55,overcast clouds
557,Finschhafen,PG,-6.6024,147.8681,80.11,79,75,8.79,light rain
558,Borogontsy,RU,62.6683,131.1683,82.92,27,2,7.16,clear sky
559,Severnoye,RU,56.3491,78.3619,71.73,88,99,10.94,moderate rain
560,Williston,US,48.147,-103.618,68.41,70,100,4.94,overcast clouds
561,Maceio,BR,-9.6658,-35.7353,71.04,100,75,3.44,broken clouds
562,Coquimbo,CL,-29.9533,-71.3436,55.13,71,90,3.44,overcast clouds
563,Hualmay,PE,-11.0964,-77.6139,62.11,87,41,10.31,scattered clouds
564,Requena,ES,39.4883,-1.1004,68.7,34,0,4.45,clear sky
565,Baragua,CU,21.6967,-78.6328,75.31,95,37,7.45,scattered clouds
566,Manokwari,ID,-0.8667,134.0833,81.46,73,100,4.43,overcast clouds
567,Biak,ID,-0.9131,122.8766,77.92,79,99,7.87,overcast clouds
568,Mattawa,US,46.7379,-119.9028,85.1,41,0,12.66,clear sky
569,Sabang,ID,5.8933,95.3214,83.14,73,85,15.57,overcast clouds
570,Hovd,MN,48.0056,91.6419,80.91,26,43,10.67,scattered clouds
571,Mayumba,GA,-3.432,10.6554,73.83,79,91,6.4,overcast clouds
572,Changji,CN,44.0167,87.3167,81.39,44,0,6.71,clear sky
573,Udachnyy,RU,66.4167,112.4,56.26,52,91,9.86,overcast clouds
574,Narsingi,IN,18.0333,78.4333,76.95,86,100,15.05,overcast clouds
575,Carnot,CF,4.9409,15.8665,77.09,78,42,4.03,light rain
576,Guiyang,CN,26.5833,106.7167,88.29,48,75,17.9,broken clouds
577,Tocopilla,CL,-22.092,-70.1979,60.84,79,100,9.78,overcast clouds
578,Opuwo,NA,-18.0607,13.84,61.54,29,0,17.85,clear sky
579,Ketchikan,US,55.3422,-131.6461,55.87,82,90,11.5,overcast clouds
580,Ilulissat,GL,69.2167,-51.1,42.82,100,90,2.3,drizzle
581,Batsfjord,NO,70.6345,29.7185,53.82,96,100,16.67,overcast clouds
582,Inndyr,NO,67.0338,14.0276,60.66,78,98,4.83,overcast clouds
583,Kaitong,CN,44.8135,123.15,84.29,68,77,18.5,broken clouds
584,Balilihan,PH,9.7561,123.973,84.88,84,100,0.43,very heavy rain
585,Ouesso,CG,1.6136,16.0517,82.51,56,70,2.3,broken clouds
586,Zyryanka,RU,65.75,150.85,73.6,40,55,2.77,broken clouds
587,Teahupoo,PF,-17.8333,-149.2667,71.56,80,9,20.76,light rain
588,Matalom,PH,10.2831,124.7878,83.5,78,98,1.99,overcast clouds
589,Skjervoy,NO,70.0311,20.9714,53.6,89,100,14.94,overcast clouds
590,Chipinge,ZW,-20.1883,32.6236,57.61,79,100,3.91,overcast clouds
591,Vidalia,US,32.2177,-82.4135,73.51,94,1,0.0,clear sky
592,Ayan,RU,56.45,138.1667,66.45,64,2,4.25,clear sky
593,Moose Factory,CA,51.2585,-80.6094,68.0,83,40,6.91,scattered clouds
594,Mogok,MM,22.9167,96.5,81.64,58,65,2.53,broken clouds
595,Anshun,CN,26.25,105.9333,77.54,76,83,16.69,broken clouds
596,Tuatapere,NZ,-46.1333,167.6833,45.82,90,100,7.2,light rain
597,Bozoum,CF,6.3193,16.3799,75.16,82,91,2.77,light rain
598,Bage,BR,-31.3314,-54.1069,64.18,63,0,16.11,clear sky
599,Alofi,NU,-19.0595,-169.9187,75.09,100,53,5.75,broken clouds
600,Tuy Hoa,VN,13.0833,109.3,88.41,63,71,9.06,broken clouds
601,Karratha,AU,-20.7377,116.8463,78.73,48,99,14.41,overcast clouds
602,Mazagao,BR,-0.115,-51.2894,77.05,93,30,2.17,heavy intensity rain
603,Charters Towers,AU,-20.1,146.2667,72.55,65,92,15.88,overcast clouds
604,Tarakan,ID,3.3,117.6333,83.7,79,40,3.44,light rain
605,Olinda,BR,-8.0089,-34.8553,71.33,83,75,5.75,broken clouds
606,Maloy,NO,61.9353,5.1136,66.99,91,88,2.89,overcast clouds
607,Baturaja,ID,-4.1333,104.1667,74.23,87,100,3.18,light rain
608,Nikki,BJ,9.9401,3.2108,73.6,85,98,7.4,light rain
609,Vitim,RU,59.4511,112.5578,88.93,22,100,8.25,overcast clouds
610,Vilyuysk,RU,63.7553,121.6247,81.48,28,25,9.33,scattered clouds
611,Thai Binh,VN,20.45,106.3333,89.6,60,62,14.05,broken clouds
612,La Orilla,MX,17.9833,-102.2333,77.0,91,100,4.32,overcast clouds
613,Ilebo,CD,-4.3167,20.5833,85.95,20,6,1.86,clear sky
614,Lagos,NG,6.5833,3.75,77.32,82,96,7.02,light rain
615,Iquitos,PE,-3.7481,-73.2472,73.44,94,0,0.0,clear sky
616,Mega,ET,4.05,38.3,62.24,65,99,18.45,overcast clouds
617,Mecca,SA,21.4267,39.8261,98.65,16,100,10.38,overcast clouds
618,Seddon,AU,-37.8068,144.8916,56.28,82,75,8.01,broken clouds
619,Matagami,CA,49.7502,-77.6328,66.31,100,90,6.91,moderate rain
620,Ahuimanu,US,21.4447,-157.8378,78.51,68,40,11.5,scattered clouds
621,Rosarito,MX,32.3333,-117.0333,70.75,82,6,3.2,clear sky
622,Luba,GQ,3.4568,8.5547,76.89,84,90,4.47,light rain
623,Kisangani,CD,0.5167,25.2,87.12,47,18,1.5,few clouds
624,Mayahi,NE,13.9553,7.6712,85.62,53,17,10.98,few clouds
625,Bazarnyy Karabulak,RU,52.2683,46.4144,84.52,48,27,6.42,scattered clouds
626,Isangel,VU,-19.55,169.2667,69.87,75,32,16.58,scattered clouds
627,Along,IN,28.1667,94.7667,79.34,95,92,2.73,overcast clouds
628,Beyneu,KZ,45.3167,55.2,87.98,20,0,7.14,clear sky
629,Sesori,SV,13.7167,-88.3667,70.95,89,74,2.64,broken clouds
630,Langfang,CN,39.5097,116.6947,93.15,69,99,9.01,overcast clouds
631,Tomatlan,MX,19.9333,-105.25,73.98,81,97,4.12,overcast clouds
632,Serra Talhada,BR,-7.9919,-38.2983,62.55,97,11,6.13,few clouds
633,Hervey Bay,AU,-25.2986,152.8535,70.03,70,5,3.0,clear sky
634,Khanewal,PK,30.3,71.9333,93.02,34,100,8.88,overcast clouds
635,Guangyuan,CN,32.442,105.823,83.52,86,100,3.36,light rain
636,Abapo,BO,-18.8333,-63.4667,58.42,76,14,3.11,few clouds
637,Sosua,DO,19.7667,-70.5167,76.23,87,33,6.78,scattered clouds
638,Kavaratti,IN,10.5669,72.642,82.49,81,100,19.48,light rain
639,Muli,MV,2.9167,73.5667,82.17,76,100,6.62,overcast clouds
640,Mankachar,IN,25.5333,89.8667,90.12,63,94,10.09,overcast clouds
641,Santo Antonio Do Ica,BR,-3.1022,-67.9397,71.69,98,93,1.79,overcast clouds
642,Angoche,MZ,-16.2325,39.9086,79.32,63,6,6.64,light rain
643,Saginaw,US,43.3334,-84.0333,68.88,93,40,5.75,scattered clouds
644,San Jose,US,37.3394,-121.895,59.74,81,20,9.22,few clouds
645,Omsukchan,RU,62.5333,155.8,64.24,56,100,6.06,overcast clouds
646,Alenquer,BR,-1.9417,-54.7383,75.54,91,47,3.29,scattered clouds
647,Itoman,JP,26.1247,127.6694,91.78,64,20,12.66,few clouds
648,Yar-Sale,RU,66.8333,70.8333,57.78,42,34,5.88,scattered clouds
649,Riverton,US,40.5219,-111.9391,83.68,42,1,5.01,clear sky
650,Auki,SB,-8.7676,160.7034,79.52,84,100,5.37,overcast clouds
651,Kumylzhenskaya,RU,49.8809,42.5898,86.52,35,0,6.17,clear sky
652,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,66.81,41,0,5.55,clear sky
653,Bodden Town,KY,19.2833,-81.25,83.93,91,100,1.01,overcast clouds
654,West Norriton,US,40.1296,-75.3785,77.76,91,90,5.75,mist
655,Kota Belud,MY,6.351,116.4305,87.66,88,90,4.27,light rain
656,Douglas,US,41.3,-96.167,78.1,84,1,6.91,clear sky
657,Awjilah,LY,29.1081,21.2869,90.59,26,0,5.46,clear sky
658,Rio Gallegos,AR,-51.6226,-69.2181,37.45,87,0,5.75,clear sky
659,Okha,RU,53.5739,142.9478,61.07,76,100,11.9,overcast clouds
660,Salinopolis,BR,-0.6136,-47.3561,78.48,83,35,10.29,scattered clouds
661,Doka,SD,13.5167,35.7667,76.26,77,100,15.41,overcast clouds
662,Poya,NC,-21.35,165.15,65.26,69,0,8.39,clear sky
663,Camapua,BR,-19.5314,-54.0439,63.37,38,0,3.51,clear sky
