City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Aripuana,BR,2021-07-14 05:57:24,-9.1667,-60.6333,68.56,56,6,1.77
296,Meulaboh,ID,2021-07-14 05:57:24,4.1363,96.1285,81.86,78,39,3.74
297,Praya,CV,2021-07-14 05:57:24,14.9215,-23.5087,73.94,83,20,5.75
298,Agnibilekrou,CI,2021-07-14 05:57:25,7.1344,-3.2047,69.44,98,100,3.74
299,Loralai,PK,2021-07-14 05:57:25,30.3705,68.598,83.88,53,40,9.46
300,Rawson,AR,2021-07-14 05:57:26,-43.3002,-65.1023,46.29,52,100,14.52
301,Nago,JP,2021-07-14 05:57:26,26.5881,127.9761,91.47,71,100,9.19
302,Ancud,CL,2021-07-14 05:57:26,-41.8697,-73.8203,46.22,83,100,10.96
303,Poptun,GT,2021-07-14 05:57:27,16.3311,-89.4169,68.4,99,93,1.32
304,Surt,LY,2021-07-14 05:57:27,31.2089,16.5887,79.48,64,17,6.91
305,Kachug,RU,2021-07-14 05:57:28,53.9606,105.8817,60.22,97,100,5.19
306,Luanda,AO,2021-07-14 05:55:16,-8.8368,13.2343,69.8,88,75,1.14
307,Sobolevo,RU,2021-07-14 05:57:28,54.4299,31.8996,77.4,64,25,3.96
308,Enshi,CN,2021-07-14 05:57:29,30.3,109.4833,90.68,65,78,5.59
309,Phuket,TH,2021-07-14 05:57:29,8.0,98.25,88.02,70,40,9.22
310,Egvekinot,RU,2021-07-14 05:57:30,66.3167,-179.1667,57.36,64,88,4.41
311,Klaksvik,FO,2021-07-14 05:57:30,62.2266,-6.589,50.92,96,94,13.87
312,Mastic Beach,US,2021-07-14 05:57:31,40.7668,-72.8521,70.54,89,90,1.99
313,Adwa,ET,2021-07-14 05:57:31,14.1646,38.8955,68.34,70,92,3.8
314,Privolnaya,RU,2021-07-14 05:57:32,46.1371,38.6951,83.28,35,0,13.69
315,Anloga,GH,2021-07-14 05:57:32,5.7947,0.8973,79.02,84,99,12.17
316,Micheweni,TZ,2021-07-14 05:57:33,-4.9667,39.8333,78.76,68,49,12.12
317,Katobu,ID,2021-07-14 05:57:33,-4.9408,122.5276,83.75,64,100,4.61
318,Alice Springs,AU,2021-07-14 05:53:47,-23.7,133.8833,85.55,19,7,21.85
319,Kralendijk,BQ,2021-07-14 05:57:34,12.15,-68.2667,79.84,87,96,20.69
320,Kouroussa,GN,2021-07-14 05:57:35,10.65,-9.8833,70.38,94,78,8.57
321,Olafsvik,IS,2021-07-14 05:57:35,64.8945,-23.7142,48.87,88,100,17.31
322,Kerrville,US,2021-07-14 05:57:36,30.0474,-99.1403,73.53,93,75,4.61
323,Hithadhoo,MV,2021-07-14 05:57:36,-0.6,73.0833,82.2,73,16,4.99
324,Padang,ID,2021-07-14 05:57:36,-0.9492,100.3543,86.05,56,100,4.92
325,Biskamzha,RU,2021-07-14 05:57:37,53.4497,89.5272,81.75,35,41,3.96
326,Ormara,PK,2021-07-14 05:57:37,25.2088,64.6357,88.03,74,100,10.78
327,Madang,PG,2021-07-14 05:57:38,-5.2246,145.7966,84.58,73,13,7.67
328,Iqaluit,CA,2021-07-14 05:57:38,63.7506,-68.5145,44.33,93,90,8.99
329,Faya,SA,2021-07-14 05:57:38,18.3851,42.4509,77.11,23,79,8.1
330,Sangar,RU,2021-07-14 05:57:39,63.9242,127.4739,80.8,37,33,10.4
331,Nanakuli,US,2021-07-14 05:57:39,21.3906,-158.1547,79.99,71,31,13.31
332,Ambon,ID,2021-07-14 05:57:40,-3.6954,128.1814,82.54,83,40,6.91
333,Beyneu,KZ,2021-07-14 05:57:40,45.3167,55.2,85.5,19,2,6.33
334,San Ignacio,BZ,2021-07-14 05:57:41,17.1561,-89.0714,75.34,94,0,4.61
335,Lagoa,PT,2021-07-14 05:57:41,39.05,-27.9833,68.74,79,97,14.7
336,Emba,KZ,2021-07-14 05:57:41,48.8264,58.1442,70.3,39,92,9.86
337,Iroquois Falls,CA,2021-07-14 05:57:42,48.7669,-80.6831,62.74,99,100,3.67
338,Katsuura,JP,2021-07-14 05:57:42,35.1333,140.3,84.24,80,91,6.06
339,Concepcion,CL,2021-07-14 05:57:43,-36.827,-73.0498,37.2,100,20,5.75
340,Sao Lourenco Do Sul,BR,2021-07-14 05:56:05,-31.3653,-51.9783,55.89,91,99,7.14
341,Ponta Pora,BR,2021-07-14 05:57:43,-22.5361,-55.7256,61.88,41,80,7.58
342,Caravelas,BR,2021-07-14 05:57:44,-17.7125,-39.2481,69.8,90,5,3.91
343,Peniche,PT,2021-07-14 05:57:13,39.3558,-9.3811,63.73,90,3,15.75
344,Mitu,CO,2021-07-14 05:57:44,1.1983,-70.1733,69.13,99,64,2.24
345,Petropavlovsk-Kamchatskiy,RU,2021-07-14 05:57:45,53.0452,158.6483,73.99,60,75,8.95
346,Moron,AR,2021-07-14 05:57:45,-34.6534,-58.6198,50.97,91,100,1.99
347,Mhlambanyatsi,SZ,2021-07-14 05:57:45,-26.45,31.0167,41.04,57,79,3.09
348,Blagoyevo,RU,2021-07-14 05:57:46,63.3667,47.9167,78.12,45,74,3.38
349,Ust-Kuyga,RU,2021-07-14 05:57:46,70.0167,135.6,66.51,60,72,9.62
350,Sumbawanga,TZ,2021-07-14 05:57:47,-7.9667,31.6167,60.57,62,95,2.64
351,Strizhi,RU,2021-07-14 05:57:47,58.4576,49.2867,71.74,41,36,4.5
352,Okato,NZ,2021-07-14 05:57:48,-39.2,173.8833,46.42,78,59,9.01
353,Dunedin,NZ,2021-07-14 05:56:49,-45.8742,170.5036,49.8,48,97,1.99
354,Fairbanks,US,2021-07-14 05:57:48,64.8378,-147.7164,76.6,48,100,1.01
355,Bograd,RU,2021-07-14 05:57:49,54.2344,90.8328,78.55,48,34,7.38
356,Vestmannaeyjar,IS,2021-07-14 05:57:49,63.4427,-20.2734,50.77,89,100,10.96
357,Wagrowiec,PL,2021-07-14 05:57:50,52.8084,17.1996,78.15,67,54,11.32
358,Saint-Pierre,RE,2021-07-14 05:57:50,-21.3393,55.4781,74.88,48,0,3.44
359,Lake Cowichan,CA,2021-07-14 05:57:51,48.825,-124.0546,67.78,81,0,4.54
360,Nabire,ID,2021-07-14 05:57:51,-3.3667,135.4833,84.36,75,88,4.07
361,Suez,EG,2021-07-14 05:57:52,29.9737,32.5263,79.86,52,13,7.83
362,Tateyama,JP,2021-07-14 05:57:52,34.9833,139.8667,82.42,78,96,5.1
363,Lasa,IT,2021-07-14 05:57:53,46.6166,10.7002,56.62,92,88,1.3
364,Awjilah,LY,2021-07-14 05:57:53,29.1081,21.2869,84.76,32,0,4.88
365,Northam,GB,2021-07-14 05:57:54,51.0333,-4.2167,62.65,97,49,3.87
366,Ahipara,NZ,2021-07-14 05:57:54,-35.1667,173.1667,50.58,70,5,5.14
367,Anadyr,RU,2021-07-14 05:57:54,64.75,177.4833,63.1,67,0,2.24
368,Tuatapere,NZ,2021-07-14 05:57:55,-46.1333,167.6833,47.82,91,100,7.25
369,Hidalgotitlan,MX,2021-07-14 05:57:55,17.7833,-94.6333,74.62,91,99,6.42
370,Revuca,SK,2021-07-14 05:57:56,48.6835,20.1173,77.58,56,30,2.33
371,Wanning,CN,2021-07-14 05:57:56,18.8003,110.3967,88.99,65,21,10.2
372,Bad Mergentheim,DE,2021-07-14 05:57:56,49.4925,9.7736,60.1,100,75,3.44
373,Trairi,BR,2021-07-14 05:55:38,-3.2778,-39.2689,75.72,86,76,9.33
374,Nobeoka,JP,2021-07-14 05:57:57,32.5833,131.6667,82.49,81,15,2.55
375,Puerto Escondido,MX,2021-07-14 05:57:57,15.85,-97.0667,79.81,77,88,6.11
376,Ulaangom,MN,2021-07-14 05:57:58,49.9811,92.0667,80.96,31,1,8.66
377,Goedereede,NL,2021-07-14 05:57:58,51.8175,3.9806,63.05,89,100,5.99
378,Elliot Lake,CA,2021-07-14 05:57:59,46.3834,-82.6331,62.69,98,99,3.83
379,Talnakh,RU,2021-07-14 05:57:59,69.4865,88.3972,50.38,50,63,4.81
380,Vitim,RU,2021-07-14 05:57:59,59.4511,112.5578,89.55,21,97,8.16
381,Kloulklubed,PW,2021-07-14 05:58:00,7.0419,134.2556,82.9,73,99,3.33
382,Kalmunai,LK,2021-07-14 05:58:00,7.4167,81.8167,90.09,52,93,3.85
383,Gardner,US,2021-07-14 05:56:44,42.5751,-71.9981,64.38,96,90,3.44
384,Buckeye,US,2021-07-14 05:58:01,33.3703,-112.5838,100.4,32,70,10.36
385,Strezhevoy,RU,2021-07-14 05:58:01,60.7333,77.5889,48.18,95,100,14.63
386,Okitipupa,NG,2021-07-14 05:58:02,6.5047,4.7839,73.44,94,100,1.61
387,Namibe,AO,2021-07-14 05:58:02,-15.1961,12.1522,62.42,89,49,1.48
388,Berlevag,NO,2021-07-14 05:58:03,70.8578,29.0864,51.75,87,75,16.11
389,Emmett,US,2021-07-14 05:53:28,43.8735,-116.4993,80.76,20,0,7.87
390,Turukhansk,RU,2021-07-14 05:58:04,65.8167,87.9833,57.04,41,94,6.64
391,Pevek,RU,2021-07-14 05:58:04,69.7008,170.3133,42.96,87,64,8.03
392,Hauterive,FR,2021-07-14 05:58:05,46.0901,3.4459,58.08,99,100,3.98
393,Iquitos,PE,2021-07-14 05:58:05,-3.7481,-73.2472,73.44,100,0,0.0
394,Neon Karlovasion,GR,2021-07-14 05:58:06,37.7903,26.7044,85.3,51,0,11.81
395,Torres,BR,2021-07-14 05:58:06,-29.3353,-49.7269,66.83,79,99,3.51
396,Sao Joao Da Barra,BR,2021-07-14 05:58:06,-21.6403,-41.0511,68.9,90,0,10.33
397,Kyabe,TD,2021-07-14 05:58:07,9.4515,18.9449,74.77,86,99,0.4
398,Pingliang,CN,2021-07-14 05:58:07,35.5392,106.6861,90.82,33,93,13.67
399,Aramecina,HN,2021-07-14 05:58:08,13.7422,-87.7103,79.59,75,89,5.73
400,Sao Filipe,CV,2021-07-14 05:58:08,14.8961,-24.4956,72.9,90,98,6.93
401,Rodrigues Alves,BR,2021-07-14 05:58:08,-7.738,-72.6509,74.77,77,70,2.71
402,Russell,US,2021-07-14 05:58:09,32.3502,-85.1999,73.11,93,1,0.0
403,Senanga,ZM,2021-07-14 05:58:09,-16.1167,23.2667,53.8,38,4,7.96
404,Panacan,PH,2021-07-14 05:58:10,9.2463,118.4082,84.78,71,78,5.26
405,Byron Bay,AU,2021-07-14 05:58:10,-28.65,153.6167,69.91,62,86,13.91
406,Tomatlan,MX,2021-07-14 05:58:11,19.9333,-105.25,74.66,81,100,4.14
407,Harer,ET,2021-07-14 05:58:11,9.3094,42.1258,59.5,84,100,10.67
408,Riyadh,SA,2021-07-14 05:58:01,24.6877,46.7219,100.45,11,0,6.91
409,Yeppoon,AU,2021-07-14 05:58:12,-23.1333,150.7333,67.78,73,92,11.41
410,Kedrovyy,RU,2021-07-14 05:58:12,56.1667,91.8167,81.01,38,35,2.68
411,Shieli,KZ,2021-07-14 05:58:13,44.1667,66.75,80.53,25,1,10.27
412,Barra Do Garcas,BR,2021-07-14 05:58:13,-15.89,-52.2567,63.81,42,0,2.28
413,Broome,US,2021-07-14 05:54:17,42.2506,-75.833,70.02,90,75,1.01
414,Dakoro,NE,2021-07-14 05:58:14,14.5106,6.765,83.05,57,32,11.45
415,Vinci,IT,2021-07-14 05:58:14,43.7789,10.9224,70.88,69,30,4.0
416,West Wendover,US,2021-07-14 05:58:15,40.7391,-114.0733,81.97,27,96,6.44
417,Porbandar,IN,2021-07-14 05:58:15,21.6422,69.6093,87.78,74,75,12.66
418,Atar,MR,2021-07-14 05:58:16,20.5169,-13.0499,87.26,33,20,4.61
419,Lianzhou,CN,2021-07-14 05:58:16,24.7811,112.3825,95.63,51,85,7.07
420,Cranbourne,AU,2021-07-14 05:58:17,-38.1,145.2833,58.93,76,99,14.0
421,Noumea,NC,2021-07-14 05:56:07,-22.2763,166.4572,71.01,99,2,13.42
422,Baherden,TM,2021-07-14 05:58:17,38.4362,57.4316,89.76,30,60,5.7
423,Asfi,MA,2021-07-14 05:58:18,32.2994,-9.2372,64.24,86,0,13.31
424,San Jose,US,2021-07-14 05:54:39,37.3394,-121.895,60.57,79,1,1.01
425,Elat,IL,2021-07-14 05:58:19,29.5581,34.9482,85.23,42,29,9.71
426,Esperance,AU,2021-07-14 05:58:19,-33.8667,121.9,62.44,58,37,21.27
427,Karla,EE,2021-07-14 05:58:19,59.3723,24.9275,76.96,69,0,2.3
428,Mandalgovi,MN,2021-07-14 05:58:20,45.7625,106.2708,77.5,27,87,8.9
429,Aswan,EG,2021-07-14 05:58:20,24.0934,32.907,90.7,19,0,13.8
430,San Antonio,US,2021-07-14 05:55:00,29.4241,-98.4936,78.08,90,1,4.61
431,Corrente,BR,2021-07-14 05:58:21,-3.7367,-43.3394,72.09,91,86,2.33
432,Thinadhoo,MV,2021-07-14 05:57:52,0.5333,72.9333,81.93,73,7,3.94
433,Sol-Iletsk,RU,2021-07-14 05:58:22,51.1631,54.9918,74.91,37,0,8.34
434,Zapolyarnyy,RU,2021-07-14 05:58:22,69.4154,30.8136,51.08,91,100,16.64
435,Tessalit,ML,2021-07-14 05:58:23,20.1986,1.0114,86.79,28,6,12.86
436,Vanavara,RU,2021-07-14 05:58:23,60.34,102.2797,76.82,44,100,10.07
437,Shobara,JP,2021-07-14 05:58:23,34.85,133.0167,82.99,71,7,1.66
438,Along,IN,2021-07-14 05:58:24,28.1667,94.7667,80.96,93,100,2.84
439,Balatan,PH,2021-07-14 05:58:24,13.3211,123.2333,84.92,72,87,2.15
440,Santa Cruz,BO,2021-07-14 05:55:07,-17.8,-63.1667,74.66,73,75,9.22
441,Maura,NO,2021-07-14 05:58:25,60.25,11.0167,66.47,77,75,5.75
442,Pontes E Lacerda,BR,2021-07-14 05:58:25,-15.2261,-59.3353,67.14,53,0,1.68
443,Clyde River,CA,2021-07-14 05:58:25,70.4692,-68.5914,39.43,93,40,2.3
444,Colares,PT,2021-07-14 05:58:26,38.7992,-9.4469,63.45,76,0,13.0
445,Pimentel,PE,2021-07-14 05:58:26,-6.8367,-79.9342,64.92,85,70,12.39
446,Novopokrovka,UA,2021-07-14 05:58:27,49.8425,36.5477,80.98,49,0,5.17
447,Isla Mujeres,MX,2021-07-14 05:58:27,21.2311,-86.731,75.16,85,25,11.25
448,Narsaq,GL,2021-07-14 05:58:28,60.9167,-46.05,47.98,74,97,3.33
449,Staraya Russa,RU,2021-07-14 05:58:28,57.9944,31.3608,77.49,68,77,1.5
450,Kamenka,RU,2021-07-14 05:58:28,51.3223,42.7678,79.79,47,1,5.88
451,Palembang,ID,2021-07-14 05:58:29,-2.9167,104.7458,80.69,65,40,8.05
452,Nuevo Laredo,MX,2021-07-14 05:58:29,27.4763,-99.5164,78.78,94,40,5.75
453,Sala,MA,2021-07-14 05:58:30,34.0389,-6.8166,62.64,100,20,0.0
454,Novobirilyussy,RU,2021-07-14 05:58:30,56.9514,90.6661,82.35,38,78,4.03
455,Copiapo,CL,2021-07-14 05:58:24,-27.3667,-70.3333,51.49,90,17,1.5
456,Shache,CN,2021-07-14 05:58:31,38.4167,77.2406,90.5,13,56,4.85
457,Whitehorse,CA,2021-07-14 05:58:32,60.7161,-135.0538,57.97,62,75,4.0
458,Cintalapa,MX,2021-07-14 05:58:32,16.6951,-93.7272,71.02,94,98,3.94
459,Aykhal,RU,2021-07-14 05:58:33,66.0,111.5,52.45,69,92,10.87
460,Nizhniy Kuranakh,RU,2021-07-14 05:58:33,58.8353,125.4869,75.0,49,0,5.37
461,Stromness,GB,2021-07-14 05:58:34,58.965,-3.296,53.85,90,71,6.93
462,Churapcha,RU,2021-07-14 05:58:34,62.0025,132.4325,82.13,26,1,9.69
463,Victor Harbor,AU,2021-07-14 05:58:35,-35.5667,138.6167,66.47,73,94,1.99
464,Coquimbo,CL,2021-07-14 05:55:57,-29.9533,-71.3436,55.13,71,90,3.44
465,Berea,US,2021-07-14 05:55:35,41.3662,-81.8543,72.16,94,90,1.99
466,Carros,FR,2021-07-14 05:58:36,43.7894,7.184,65.91,52,20,5.75
467,Tura,IN,2021-07-14 05:58:36,25.5198,90.2201,84.31,70,100,5.82
468,Lerwick,GB,2021-07-14 05:58:36,60.1545,-1.1494,57.2,91,72,0.98
469,Lazaro Cardenas,MX,2021-07-14 05:58:37,17.9583,-102.2,79.54,88,100,2.37
470,Lorengau,PG,2021-07-14 05:58:38,-2.0226,147.2712,84.72,75,44,12.8
471,Novaya Chigla,RU,2021-07-14 05:58:38,51.2233,40.4781,80.47,42,0,4.52
472,Effingham,US,2021-07-14 05:58:38,32.3669,-81.3332,80.83,94,17,4.23
473,Zarubino,RU,2021-07-14 05:58:39,42.63,131.0922,71.64,92,70,9.78
474,Killybegs,IE,2021-07-14 05:58:39,54.6333,-8.45,55.45,85,100,8.84
475,Damietta,EG,2021-07-14 05:58:39,31.4165,31.8133,80.49,65,0,6.44
476,Celestun,MX,2021-07-14 05:58:40,20.8667,-90.4,78.06,86,85,11.12
477,Port-Gentil,GA,2021-07-14 05:58:40,-0.7193,8.7815,75.16,83,90,16.11
478,Ust-Ilimsk,RU,2021-07-14 05:58:41,58.0006,102.6619,86.74,23,98,6.2
479,Arys,KZ,2021-07-14 05:58:41,42.4252,68.795,86.22,24,38,10.22
480,Ojinaga,MX,2021-07-14 05:58:42,29.5667,-104.4167,82.42,50,1,12.66
481,Kholtoson,RU,2021-07-14 05:58:42,50.2981,103.3097,67.24,58,79,6.29
482,Lompoc,US,2021-07-14 05:58:43,34.6391,-120.4579,66.09,84,90,4.0
483,Amapa,BR,2021-07-14 05:58:43,1.0,-52.0,70.07,99,94,1.05
484,Port Hawkesbury,CA,2021-07-14 05:58:44,45.6169,-61.3485,59.59,71,1,3.44
485,Terrace Bay,CA,2021-07-14 05:58:44,48.7834,-87.1,58.62,93,48,2.84
486,Chabahar,IR,2021-07-14 05:58:44,25.2919,60.643,88.34,70,99,9.13
487,Pringsewu,ID,2021-07-14 05:58:45,-5.3582,104.9744,79.97,73,100,1.86
488,Kununurra,AU,2021-07-14 05:58:45,-15.7667,128.7333,91.38,15,95,2.3
489,San Lawrenz,MT,2021-07-14 05:58:46,36.0553,14.204,78.21,90,4,4.07
490,Taoudenni,ML,2021-07-14 05:58:46,22.6783,-3.9836,94.77,8,1,13.6
491,Mikumi,TZ,2021-07-14 05:58:47,-7.4041,36.9831,68.7,87,99,1.77
492,Rumuruti,KE,2021-07-14 05:58:47,0.267,36.5389,62.83,73,98,3.0
493,Bousso,TD,2021-07-14 05:58:47,10.4795,16.7117,75.38,84,83,5.7
494,Ambulu,ID,2021-07-14 05:58:48,-8.345,113.6058,84.43,56,57,12.03
495,Morondava,MG,2021-07-14 05:58:48,-20.2833,44.2833,72.3,62,0,2.91
496,Buenos Aires,AR,2021-07-14 05:58:48,-34.6132,-58.3772,50.95,85,0,9.22
497,Whitley Bay,GB,2021-07-14 05:58:49,55.0397,-1.4471,61.03,91,90,4.61
498,Lancaster,US,2021-07-14 05:58:42,40.2504,-76.2499,76.66,94,59,2.91
499,Champerico,GT,2021-07-14 05:58:49,14.3,-91.9167,82.04,93,100,4.45
500,Hudson,US,2021-07-14 05:58:50,40.7168,-74.0663,72.95,93,90,5.01
501,Camacupa,AO,2021-07-14 05:58:51,-12.0167,17.4833,51.8,47,4,2.53
502,Aseri,EE,2021-07-14 05:58:51,59.4506,26.8675,70.56,82,80,3.36
503,Pundaguitan,PH,2021-07-14 05:58:53,6.3711,126.1689,83.93,71,73,4.25
504,Sabzevar,IR,2021-07-14 05:58:53,36.2126,57.6819,87.08,25,75,11.5
505,Hovd,MN,2021-07-14 05:58:53,48.0056,91.6419,78.93,27,1,8.41
506,Sovetskiy,RU,2021-07-14 05:58:54,61.3614,63.5842,62.33,34,1,8.88
507,Santa Luzia,BR,2021-07-14 05:58:54,-19.7697,-43.8514,56.3,87,0,0.0
508,Sainte-Maxime,FR,2021-07-14 05:58:55,43.3,6.6333,69.84,59,45,18.48
509,Eucaliptus,BO,2021-07-14 05:58:55,-17.5833,-67.5167,41.99,70,27,6.02
510,Ust-Koksa,RU,2021-07-14 05:58:56,50.2696,85.6108,70.47,54,79,6.82
511,Conceicao Do Araguaia,BR,2021-07-14 05:58:56,-8.2578,-49.2647,73.53,68,0,0.0
512,Yulara,AU,2021-07-14 05:58:57,-25.2406,130.9889,62.44,94,90,8.05
513,Benguela,AO,2021-07-14 05:58:57,-12.5763,13.4055,68.56,80,84,2.28
514,Port Hedland,AU,2021-07-14 05:58:03,-20.3167,118.5667,82.45,47,90,10.36
515,Lebedinyy,RU,2021-07-14 05:58:58,58.5167,125.5167,71.31,46,0,6.51
516,Vegreville,CA,2021-07-14 05:58:59,53.5001,-112.0518,68.05,60,27,6.91
517,Kisangani,CD,2021-07-14 05:58:59,0.5167,25.2,75.83,72,64,1.63
518,Timra,SE,2021-07-14 05:58:59,62.487,17.3257,68.68,88,90,1.14
519,Anori,BR,2021-07-14 05:59:00,-3.7728,-61.6442,72.48,96,95,2.28
520,Mitsamiouli,KM,2021-07-14 05:59:00,-11.3847,43.2844,77.38,71,3,4.09
521,Krasnoarmeysk,RU,2021-07-14 05:59:01,51.0239,45.6969,80.24,50,5,10.4
522,Mbanza-Ngungu,CD,2021-07-14 05:59:01,-5.25,14.8667,61.07,93,41,4.25
523,Sorong,ID,2021-07-14 05:59:02,-0.8833,131.25,82.94,78,74,4.05
524,Barrie,CA,2021-07-14 05:59:02,44.4001,-79.6663,67.51,84,91,4.61
525,San Cristobal,VE,2021-07-14 05:59:03,7.7669,-72.225,64.08,77,29,3.24
526,Palmer,US,2021-07-14 05:59:03,42.1584,-72.3287,69.73,84,90,0.0
527,Farafangana,MG,2021-07-14 05:59:03,-22.8167,47.8333,69.04,78,3,5.93
528,Nishihara,JP,2021-07-14 05:59:04,26.1842,127.7558,90.68,62,40,12.66
529,Carutapera,BR,2021-07-14 05:59:04,-1.195,-46.02,75.47,94,89,6.04
530,Luwuk,ID,2021-07-14 05:59:05,-0.9516,122.7875,75.99,91,100,7.18
531,Teknaf,BD,2021-07-14 05:59:05,20.8624,92.3058,86.94,69,98,9.53
532,Quibdo,CO,2021-07-14 05:59:06,5.6947,-76.6611,72.99,99,100,1.03
533,Ilulissat,GL,2021-07-14 05:59:06,69.2167,-51.1,39.92,99,100,0.87
534,Gat,IL,2021-07-14 05:59:07,31.61,34.7642,81.28,100,1,5.12
535,Hachinohe,JP,2021-07-14 05:59:07,40.5,141.5,79.83,81,89,9.06
536,Halifax,CA,2021-07-14 05:55:33,44.6453,-63.5724,59.05,92,46,1.14
537,Hapur,IN,2021-07-14 05:59:08,28.7167,77.7833,93.36,55,99,3.71
538,Mazatlan,MX,2021-07-14 05:57:41,23.2167,-106.4167,84.02,84,78,1.99
539,Pedernales,DO,2021-07-14 05:59:09,18.0384,-71.744,80.64,78,92,2.24
540,Erdenet,MN,2021-07-14 05:59:09,49.0333,104.0833,68.0,53,56,6.22
541,Barraute,CA,2021-07-14 05:59:10,48.4335,-77.6328,69.19,99,100,7.47
542,Sorgun,TR,2021-07-14 05:59:10,39.8101,35.186,71.02,49,0,8.77
543,Umba,RU,2021-07-14 05:59:11,66.6871,34.3429,59.31,79,94,7.34
544,Lehigh Acres,US,2021-07-14 05:56:06,26.6254,-81.6248,77.13,97,98,6.26
545,Kondrovo,RU,2021-07-14 05:59:11,54.8064,35.9278,77.49,51,0,3.0
546,Mnogovershinnyy,RU,2021-07-14 05:59:11,53.9353,139.9242,66.87,60,99,8.1
547,Tocache,PE,2021-07-14 05:59:12,-8.1842,-76.5125,68.34,95,54,0.76
548,Huittinen,FI,2021-07-14 05:59:12,61.1833,22.7,75.54,41,0,2.86
549,Aksarka,RU,2021-07-14 05:59:13,66.5606,67.7975,58.32,43,9,6.42
550,Kamiiso,JP,2021-07-14 05:59:13,41.8167,140.65,71.98,83,75,13.8
551,Kodinsk,RU,2021-07-14 05:59:13,58.6881,99.1844,85.33,32,100,4.34
552,Kosh-Agach,RU,2021-07-14 05:59:14,50.0,88.6667,69.89,30,45,3.02
553,Casa Nova,BR,2021-07-14 05:59:14,-9.4167,-41.1333,73.38,83,17,17.0
554,San Ramon De La Nueva Oran,AR,2021-07-14 05:59:15,-23.1322,-64.326,67.37,63,95,3.33
555,Zhuhai,CN,2021-07-14 05:59:15,22.2769,113.5678,94.78,70,20,10.36
556,Missoula,US,2021-07-14 05:59:15,47.0166,-113.8009,61.56,53,4,4.32
557,Urubicha,BO,2021-07-14 05:59:16,-15.3833,-62.95,67.55,60,0,1.99
